DR_NO,Date Rptd,DATE OCC,TIME OCC,AREA,AREA NAME,Rpt Dist No,Part 1-2,Crm Cd,Crm Cd Desc,Mocodes,Victim_id,Vict Age,Vict Sex,Vict Descent,Premis Cd,Premis Desc,Weapon Used Cd,Weapon Desc,Status,Status Desc,Crm Cd 1,Crm Cd 2,Crm Cd 3,Crm Cd 4,LOCATION,Cross Street,LAT,LON,Location_id
200105930,1/29/2020 0:00,1/29/2020 0:00,210,1,Central,195,1,210,ROBBERY,0913 1218 2004 0344 1402 0907 0443 2034 2060,995,57,M,W,102,SIDEWALK,312,PIPE/METAL PIPE,AO,Adult Other,210,998,,,18TH,MAIN                         ST,34.0322,-118.2637,995
200105931,1/28/2020 0:00,1/28/2020 0:00,10,1,Central,152,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0305 0431 1822 0334,996,32,M,W,101,STREET,512,MACE/PEPPER SPRAY,IC,Invest Cont,230,,,,7TH,FLOWER,34.0491,-118.2593,996
200105935,1/29/2020 0:00,1/28/2020 0:00,600,1,Central,124,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,997,0,,,108,PARKING LOT,,,IC,Invest Cont,420,,,,200 N  MAIN                         ST,,34.0532,-118.2425,997
200105938,1/28/2020 0:00,1/27/2020 0:00,1055,1,Central,111,2,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",1906 0337,998,64,F,O,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,956,,,,600    ALPINE                       ST,,34.0632,-118.2408,998
200105943,1/29/2020 0:00,1/29/2020 0:00,730,1,Central,157,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,1414 0907 1402 2004 1218 0416 0401 2000 0913,999,25,F,H,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,236,998,,,600 S  SAN PEDRO                    ST,,34.0423,-118.2452,999
200105945,1/29/2020 0:00,1/28/2020 0:00,1725,1,Central,124,2,903,CONTEMPT OF COURT,1501,1000,0,X,X,725,"GOVERNMENT FACILITY (FEDERAL,STATE, COUNTY & CITY)",,,IC,Invest Cont,903,,,,100 W  1ST                          ST,,34.0522,-118.2434,1000
200105946,1/29/2020 0:00,1/29/2020 0:00,720,1,Central,157,2,624,BATTERY - SIMPLE ASSAULT,1814 0913 1601 0416,1001,50,M,H,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,600 S  SAN PEDRO                    ST,,34.0423,-118.2452,1001
210817688,12/16/2021 0:00,12/9/2020 0:00,1300,8,West LA,835,2,649,DOCUMENT FORGERY / STOLEN FELONY,1822 0100 0923,1002,55,F,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,649,,,,1800    CAMDEN                       AV,,34.0466,-118.4408,1002
200504494,1/11/2020 0:00,1/11/2020 0:00,1340,5,Harbor,565,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0913 2000 0443 2004 1813 1309,1003,33,F,H,203,OTHER BUSINESS,511,VERBAL THREAT,AA,Adult Arrest,930,,,,900 S  GRAND                        AV,,33.7361,-118.2901,1003
201108617,4/22/2020 0:00,4/7/2020 0:00,1420,11,Northeast,1143,2,354,THEFT OF IDENTITY,0930 1822,1004,48,M,H,707,GARAGE/CARPORT,,,IC,Invest Cont,354,,,,2900    SAINT GEORGE                 ST,,34.1097,-118.2739,1004
200105954,1/29/2020 0:00,1/28/2020 0:00,700,1,Central,101,1,510,VEHICLE - STOLEN,,1005,0,,,108,PARKING LOT,,,IC,Invest Cont,510,,,,900    CENTENNIAL                   ST,,34.0669,-118.2458,1005
200105960,1/29/2020 0:00,1/29/2020 0:00,1346,1,Central,157,2,900,VIOLATION OF COURT ORDER,1501,1006,48,M,F,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,900,,,,500 S  SAN PEDRO                    ST,,34.0442,-118.2439,1006
200105962,1/29/2020 0:00,1/28/2020 0:00,1647,1,Central,162,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),344,1007,33,M,H,404,DEPARTMENT STORE,,,IC,Invest Cont,442,,,,700 W  7TH                          ST,,34.048,-118.2577,1007
200105963,1/29/2020 0:00,1/17/2020 0:00,1200,1,Central,105,2,649,DOCUMENT FORGERY / STOLEN FELONY,924,1008,0,X,X,203,OTHER BUSINESS,,,IC,Invest Cont,649,,,,1400 N  BROADWAY,,34.0714,-118.2329,1008
200105968,1/29/2020 0:00,1/24/2020 0:00,2350,1,Central,152,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0416 1822 1414 1266 0444,1009,25,M,B,735,NIGHT CLUB (OPEN EVENINGS ONLY),212,BOTTLE,IC,Invest Cont,230,,,,500 W  7TH                          ST,,34.0491,-118.2558,1009
200105971,1/29/2020 0:00,1/29/2020 0:00,1300,1,Central,162,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),2004 0344 1402 0907,1010,23,M,H,404,DEPARTMENT STORE,,,IC,Invest Cont,442,998,,,700 W  7TH                          ST,,34.048,-118.2577,1010
200105972,1/29/2020 0:00,1/29/2020 0:00,1215,1,Central,111,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0416 2004 1822 1414 0447,1011,55,M,H,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,230,,,,100    PASEO DE LA PLAZA,,34.0615,-118.2412,1011
200105973,1/29/2020 0:00,1/29/2020 0:00,1215,1,Central,111,2,624,BATTERY - SIMPLE ASSAULT,0416 2004 1822,1012,38,M,H,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,624,,,,100    PASEO DE LA PLAZA,,34.0615,-118.2412,1012
200105974,1/29/2020 0:00,1/29/2020 0:00,1100,1,Central,105,1,510,VEHICLE - STOLEN,,1013,0,,,101,STREET,,,IC,Invest Cont,510,,,,400    CASANOVA                     ST,,34.0713,-118.2291,1013
200105975,1/29/2020 0:00,1/20/2020 0:00,2330,1,Central,182,2,662,"BUNCO, GRAND THEFT",0701 1501 1822,1014,24,F,O,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,662,,,,600 W  9TH                          ST,,34.0451,-118.2604,1014
200105976,1/29/2020 0:00,1/29/2020 0:00,1036,1,Central,162,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),344,1015,23,M,H,404,DEPARTMENT STORE,,,IC,Invest Cont,442,,,,700 W  7TH                          ST,,34.048,-118.2577,1015
200105977,1/29/2020 0:00,1/29/2020 0:00,925,1,Central,156,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0416 2004 1218 0913,1016,26,F,H,102,SIDEWALK,512,MACE/PEPPER SPRAY,IC,Invest Cont,230,,,,SAN PEDRO                    ST,6TH                          ST,34.0423,-118.2452,1016
200105980,1/29/2020 0:00,1/29/2020 0:00,2040,1,Central,163,2,946,OTHER MISCELLANEOUS CRIME,1501 9999,1017,0,X,X,101,STREET,,,IC,Invest Cont,946,,,,7TH,HILL,34.0459,-118.2545,1017
200105981,1/29/2020 0:00,1/28/2020 0:00,1500,1,Central,158,1,330,BURGLARY FROM VEHICLE,1302 0344,1018,57,M,H,101,STREET,,,IC,Invest Cont,330,,,,1000    WILDE                        ST,,34.0388,-118.2411,1018
200105989,1/30/2020 0:00,1/29/2020 0:00,2130,1,Central,163,2,624,BATTERY - SIMPLE ASSAULT,1402 0419 0522 2004,1019,23,F,W,101,STREET,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,998,,,7TH,SPRING,34.0449,-118.2528,1019
200105990,1/29/2020 0:00,1/26/2020 0:00,2330,1,Central,185,1,330,BURGLARY FROM VEHICLE,0344 1609 1307 0329 1822,1020,34,M,W,101,STREET,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,330,,,,11TH                         ST,MAIN                         ST,34.0391,-118.2581,1020
200105991,1/30/2020 0:00,1/30/2020 0:00,400,1,Central,162,1,210,ROBBERY,0344 0444 0416 1822 2034,1021,20,M,O,210,RESTAURANT/FAST FOOD,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210,,,,800 S  FIGUEROA                     ST,,34.0479,-118.2612,1021
200105992,1/30/2020 0:00,1/30/2020 0:00,250,1,Central,152,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1402 0329 2004 1822 0447 0906,1022,0,M,W,210,RESTAURANT/FAST FOOD,,,IC,Invest Cont,740,998,,,600 S  HOPE                         ST,,34.0495,-118.2563,1022
200105993,1/29/2020 0:00,1/29/2020 0:00,2245,1,Central,101,2,901,VIOLATION OF RESTRAINING ORDER,913,1023,34,M,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,901,,,,900    MARVIEW                      AV,,34.0673,-118.2489,1023
201008496,4/28/2020 0:00,4/25/2020 0:00,1800,10,West Valley,1021,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0344 1606 0354 0913 1810,1024,59,M,O,101,STREET,,,AO,Adult Other,420,,,,7000    CORBIN                       AV,,34.1975,-118.5623,1024
200105997,1/30/2020 0:00,1/29/2020 0:00,1630,1,Central,157,2,901,VIOLATION OF RESTRAINING ORDER,0913 2021 2038 1218 2004,1025,48,F,B,710,OTHER PREMISE,,,IC,Invest Cont,901,,,,500 S  SAN PEDRO                    ST,,34.0442,-118.2439,1025
200105998,1/30/2020 0:00,1/25/2020 0:00,140,1,Central,134,2,668,"EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER)",1803 0344 0913,1026,0,M,W,703,ENTERTAINMENT/COMEDY CLUB (OTHER),,,IC,Invest Cont,668,,,,300 W  4TH                          ST,,34.0502,-118.2487,1026
200105999,1/29/2020 0:00,1/29/2020 0:00,1230,1,Central,141,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1822 1420,1027,0,X,X,108,PARKING LOT,,,IC,Invest Cont,740,,,,400 S  FIGUEROA                     ST,,34.0542,-118.2566,1027
201214500,6/11/2020 0:00,6/11/2020 0:00,2000,12,77th Street,1241,2,624,BATTERY - SIMPLE ASSAULT,0913 0400 0401 0416 0417 0419 2024 2003 0562,1028,30,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",JO,Juv Other,624,,,,6600    BRYNHURST                    AV,,33.9794,-118.3338,1028
200106002,1/29/2020 0:00,1/23/2020 0:00,1000,1,Central,157,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 1218 1605 1822,1029,44,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,440,,,,500 S  SAN PEDRO                    ST,,34.0442,-118.2439,1029
200106003,1/29/2020 0:00,1/29/2020 0:00,1000,1,Central,158,2,624,BATTERY - SIMPLE ASSAULT,0416 1814 2004 1218 0319 0329,1030,56,F,H,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,600    CERES                        AV,,34.0398,-118.2413,1030
200106004,1/29/2020 0:00,1/26/2020 0:00,1200,1,Central,101,1,480,BIKE - STOLEN,344,1031,57,M,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,480,,,,900    WHITE KNOLL                  DR,,34.0671,-118.2483,1031
200106005,1/30/2020 0:00,1/29/2020 0:00,1840,1,Central,139,1,310,BURGLARY,0344 1822 1414 1403,1032,35,M,O,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,310,,,,100 S  ALAMEDA                      ST,,34.049,-118.2381,1032
200106006,1/28/2020 0:00,1/21/2020 0:00,900,1,Central,162,1,480,BIKE - STOLEN,0344 0397,1033,35,M,W,108,PARKING LOT,,,IC,Invest Cont,480,,,,800 S  OLIVE                        ST,,34.0452,-118.2569,1033
200106007,1/29/2020 0:00,1/29/2020 0:00,1720,1,Central,146,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 2004,1034,0,X,X,203,OTHER BUSINESS,,,IC,Invest Cont,440,,,,WALL                         ST,WINSTON,34.0455,-118.2452,1034
200106008,1/30/2020 0:00,1/30/2020 0:00,330,1,Central,156,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0416 0417 1218 1822,1035,33,M,H,101,STREET,308,STICK,IC,Invest Cont,230,,,,5TH                          ST,SAN JULIAN,34.0446,-118.245,1035
201110606,6/19/2020 0:00,6/16/2020 0:00,2002,11,Northeast,1123,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),344,1036,40,F,W,101,STREET,,,AO,Adult Other,331,,,,LEGION                       LN,DOVER                        ST,34.121,-118.2685,1036
200106012,1/27/2020 0:00,1/27/2020 0:00,1431,1,Central,152,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",1822 2032 0344,1037,26,F,B,738,LIBRARY,,,IC,Invest Cont,341,,,,600 W  5TH                          ST,,34.0502,-118.254,1037
200106013,1/29/2020 0:00,1/25/2020 0:00,2330,1,Central,192,1,330,BURGLARY FROM VEHICLE,1307 0329 1822 1609 0344,1038,53,M,W,108,PARKING LOT,,,IC,Invest Cont,330,,,,FLOWER,VENICE,34.037,-118.2688,1038
200106014,1/29/2020 0:00,1/5/2020 0:00,1600,1,Central,119,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",2032 1822 0910 0344,1039,21,F,B,834,LA UNION STATION (NOT LINE SPECIFIC),,,IC,Invest Cont,341,,,,800 N  ALAMEDA                      ST,,34.0563,-118.2374,1039
200106015,1/28/2020 0:00,1/28/2020 0:00,910,1,Central,171,1,330,BURGLARY FROM VEHICLE,1307 1822 0329 1609 0344,1040,53,M,I,108,PARKING LOT,,,IC,Invest Cont,330,,,,900    GEORGIA                      ST,,34.0475,-118.2657,1040
200106016,1/30/2020 0:00,1/30/2020 0:00,200,1,Central,161,1,330,BURGLARY FROM VEHICLE,1307 0329 1822 1609 0344,1041,27,M,B,108,PARKING LOT,,,IC,Invest Cont,330,,,,JAMES M WOOD,FRANCISCO,34.047,-118.2647,1041
200106021,1/30/2020 0:00,1/30/2020 0:00,600,1,Central,185,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",1822 0344 2032,1042,25,M,W,210,RESTAURANT/FAST FOOD,,,IC,Invest Cont,341,,,,1000 S  BROADWAY,,34.0409,-118.2574,1042
200106023,1/30/2020 0:00,1/30/2020 0:00,815,1,Central,135,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,1414 0416 1814 2000 1218,1043,40,M,B,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626,,,,3RD,MAIN,34.0496,-118.2458,1043
200106024,1/30/2020 0:00,1/29/2020 0:00,2220,1,Central,153,1,330,BURGLARY FROM VEHICLE,1307 0329 1822 1609 0344,1044,44,F,W,101,STREET,,,IC,Invest Cont,330,,,,600 S  SPRING                       ST,,34.0467,-118.252,1044
200122993,12/31/2020 0:00,12/31/2020 0:00,1205,1,Central,161,1,343,SHOPLIFTING-GRAND THEFT ($950.01 & OVER),0913 1402 0344 1803,1045,38,M,H,203,OTHER BUSINESS,,,AA,Adult Arrest,343,997,,,700 S  FIGUEROA                     ST,,34.0483,-118.2631,1045
200106028,1/29/2020 0:00,1/29/2020 0:00,1600,1,Central,158,2,624,BATTERY - SIMPLE ASSAULT,0416 1402 0907,1046,46,F,B,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,998,,,6TH                          ST,CERES,34.0398,-118.2413,1046
200106037,1/30/2020 0:00,1/25/2020 0:00,1920,1,Central,176,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,1047,0,,,101,STREET,,,IC,Invest Cont,420,,,,7TH                          ST,LOS ANGELES,34.0424,-118.2493,1047
200106038,1/30/2020 0:00,1/29/2020 0:00,1600,1,Central,145,1,210,ROBBERY,2000 0448 0408 0429 0913 0344 1218 2001,1048,51,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210,,,,400 S  MAIN                         ST,,34.0482,-118.2472,1048
200106039,1/30/2020 0:00,1/29/2020 0:00,430,1,Central,165,1,310,BURGLARY,0344 0917 0321 1822,1049,32,M,H,118,CONSTRUCTION SITE,,,IC,Invest Cont,310,,,,600    WALL                         ST,,34.0433,-118.2488,1049
200106040,1/30/2020 0:00,1/16/2020 0:00,1900,1,Central,176,1,210,ROBBERY,0344 0416 0417 0429 1822 1414,1050,29,M,H,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210,,,,9TH                          ST,LOS ANGELES,34.0401,-118.2533,1050
200106041,1/30/2020 0:00,1/29/2020 0:00,1425,1,Central,143,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 0400,1051,56,M,B,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,745,,,,400 S  BROADWAY,,34.0495,-118.2494,1051
200106044,1/30/2020 0:00,1/30/2020 0:00,1105,1,Central,176,2,624,BATTERY - SIMPLE ASSAULT,0917 2004 0447 0329,1052,32,F,A,203,OTHER BUSINESS,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,624,,,,700    SAN JULIAN                   ST,,34.0412,-118.2474,1052
201007631,3/28/2020 0:00,3/28/2020 0:00,1645,10,West Valley,1033,1,761,BRANDISH WEAPON,0334 1822 0443 0319 0910,1053,24,F,W,124,BUS STOP,208,RAZOR,IC,Invest Cont,761,,,,TAMPA,VICTORY,34.1866,-118.5535,1053
200322152,12/23/2020 0:00,12/23/2020 0:00,1145,3,Southwest,308,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1822 0329 1307 1202,1054,63,M,B,122,"VEHICLE, PASSENGER/TRUCK",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,740,,,,BUCKINGHAM                   RD,ADAMS                        BL,34.0347,-118.2809,1054
200106049,1/30/2020 0:00,1/29/2020 0:00,2100,1,Central,124,1,330,BURGLARY FROM VEHICLE,1307 0344 0329 1609 1822 0377,1055,32,F,O,101,STREET,,,IC,Invest Cont,330,,,,2ND,LOS ANGELES,34.0503,-118.2433,1055
200106050,1/30/2020 0:00,1/30/2020 0:00,1600,1,Central,135,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 1414 2032 1202 1822,1056,61,M,B,738,LIBRARY,,,IC,Invest Cont,440,,,,200 S  LOS ANGELES                  ST,,34.0495,-118.2458,1056
200106058,1/30/2020 0:00,1/30/2020 0:00,1314,1,Central,142,2,649,DOCUMENT FORGERY / STOLEN FELONY,1822 0924 1402,1057,61,F,B,602,BANK,,,IC,Invest Cont,649,998,,,300 S  GRAND                        AV,,34.053,-118.2513,1057
200106061,1/30/2020 0:00,1/30/2020 0:00,1230,1,Central,171,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 2032 1822,1058,53,M,H,104,DRIVEWAY,,,IC,Invest Cont,440,,,,900 W  OLYMPIC                      BL,,34.0454,-118.2657,1058
201226353,12/5/2020 0:00,12/5/2020 0:00,1830,12,77th Street,1213,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0342 1309 0913 0447,1059,48,F,H,101,STREET,212,BOTTLE,AO,Adult Other,230,998,,,1600 W  54TH                         ST,,33.9933,-118.3052,1059
200106063,1/30/2020 0:00,1/30/2020 0:00,1430,1,Central,176,2,624,BATTERY - SIMPLE ASSAULT,0917 2004 0416,1060,35,F,H,210,RESTAURANT/FAST FOOD,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,700    WALL                         ST,,34.0419,-118.2485,1060
200106071,1/30/2020 0:00,1/30/2020 0:00,1750,1,Central,111,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0917 0344 2004 2032 1822,1061,51,F,A,406,OTHER STORE,,,IC,Invest Cont,341,,,,800 N  SPRING                       ST,,34.0619,-118.2369,1061
200106073,1/30/2020 0:00,1/25/2020 0:00,1830,1,Central,182,1,330,BURGLARY FROM VEHICLE,1307 0344 0329 1609 1822,1062,30,M,W,108,PARKING LOT,,,IC,Invest Cont,330,,,,1200 S  OLIVE                        ST,,34.0395,-118.2622,1062
200106074,1/30/2020 0:00,1/30/2020 0:00,1500,1,Central,153,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0910 1402 0329 2048,1063,0,X,X,902,MTA - RED LINE - PERSHING SQUARE,,,IC,Invest Cont,740,998,,,5TH,HILL,34.0488,-118.2518,1063
200106075,1/16/2020 0:00,1/15/2020 0:00,1900,1,Central,101,1,330,BURGLARY FROM VEHICLE,0329 0344 0385 1307 1609,1064,63,F,A,101,STREET,,,IC,Invest Cont,330,,,,1200 W  SUNSET                       BL,,34.0685,-118.246,1064
200106076,1/30/2020 0:00,1/30/2020 0:00,1720,1,Central,124,1,648,ARSON,0329 1822 1414,1065,0,X,X,726,POLICE FACILITY,,,IC,Invest Cont,648,,,,100 W  1ST                          ST,,34.0522,-118.2434,1065
200106077,1/30/2020 0:00,1/30/2020 0:00,840,1,Central,192,1,510,VEHICLE - STOLEN,,1066,0,,,101,STREET,,,IC,Invest Cont,510,,,,GRAND,VENICE,34.0349,-118.2669,1066
200106078,1/30/2020 0:00,1/29/2020 0:00,2115,1,Central,182,1,330,BURGLARY FROM VEHICLE,0344 1609,1067,0,F,A,101,STREET,,,IC,Invest Cont,330,,,,9TH                          ST,OLIVE                        ST,34.0437,-118.2582,1067
200106080,1/31/2020 0:00,1/30/2020 0:00,2044,1,Central,162,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),2004 0344,1068,0,M,W,404,DEPARTMENT STORE,,,IC,Invest Cont,442,,,,700 W  7TH                          ST,,34.048,-118.2577,1068
200516455,11/10/2020 0:00,11/10/2020 0:00,1130,5,Harbor,507,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2038 1300 0913 2000 0329 1814,1069,29,F,W,122,"VEHICLE, PASSENGER/TRUCK",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,626,740,,,1500 W  224TH                        ST,,33.8233,-118.3064,1069
200106082,1/31/2020 0:00,1/30/2020 0:00,1730,1,Central,119,2,625,OTHER ASSAULT,1202 0345 0356 1822 0910,1070,62,M,O,834,LA UNION STATION (NOT LINE SPECIFIC),500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,625,,,,800 N  ALAMEDA                      ST,,34.0563,-118.2374,1070
201110326,6/12/2020 0:00,6/11/2020 0:00,2000,11,Northeast,1138,1,510,VEHICLE - STOLEN,,1071,0,,,101,STREET,,,IC,Invest Cont,510,,,,6200    MT ANGELUS                   DR,,34.1148,-118.1869,1071
200106086,1/31/2020 0:00,1/30/2020 0:00,1800,1,Central,152,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1414 0416 0429 1822 0910,1072,21,F,H,940,MTA - EXPO LINE - 7TH AND METRO CENTER,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,230,,,,600 S  FIGUEROA                     ST,,34.0509,-118.2585,1072
200106088,1/31/2020 0:00,1/30/2020 0:00,1820,1,Central,156,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1420 0416 0429 1822 0417 1218,1073,32,M,H,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,230,,,,6TH                          ST,SAN PEDRO,34.0423,-118.2452,1073
200106090,1/31/2020 0:00,1/30/2020 0:00,630,1,Central,129,1,330,BURGLARY FROM VEHICLE,1307 0344 1609 1414 1822 0329 1403,1074,33,F,H,101,STREET,,,IC,Invest Cont,330,,,,GAREY                        ST,JACKSON                      ST,34.0512,-118.2344,1074
221209383,3/30/2022 0:00,2/25/2020 0:00,1930,12,77th Street,1207,2,354,THEFT OF IDENTITY,,1075,24,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,,4600    WESLEY                       AV,,34.0016,-118.2878,1075
211320345,12/14/2021 0:00,12/1/2020 0:00,1700,13,Newton,1365,2,813,CHILD ANNOYING (17YRS & UNDER),0558 0913 0500,1076,11,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,813,,,,4600    COMPTON                      AV,,33.9994,-118.2499,1076
210715828,11/20/2021 0:00,8/1/2020 0:00,1900,7,Wilshire,734,1,310,BURGLARY,1607 0358 0344,1077,28,M,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,310,,,,300 S  CURSON                       AV,,34.0688,-118.3552,1077
200106096,1/31/2020 0:00,1/30/2020 0:00,2000,1,Central,101,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 1307 1822,1078,25,M,O,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,745,,,,900    NEW DEPOT                    ST,,34.0652,-118.2451,1078
200106099,1/30/2020 0:00,1/28/2020 0:00,1725,1,Central,124,2,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",,1079,0,F,X,726,POLICE FACILITY,,,IC,Invest Cont,956,,,,100 W  1ST                          ST,,34.0522,-118.2434,1079
200106100,1/30/2020 0:00,1/28/2020 0:00,1725,1,Central,124,2,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",,1080,0,M,X,726,POLICE FACILITY,,,IC,Invest Cont,956,,,,100 W  1ST                          ST,,34.0522,-118.2434,1080
200106101,1/30/2020 0:00,1/28/2020 0:00,1725,1,Central,124,2,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",,1081,0,F,X,726,POLICE FACILITY,,,IC,Invest Cont,956,,,,100 W  1ST                          ST,,34.0522,-118.2434,1081
200106102,1/30/2020 0:00,1/28/2020 0:00,1725,1,Central,124,2,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",,1082,0,F,X,726,POLICE FACILITY,,,IC,Invest Cont,956,,,,100 W  1ST                          ST,,34.0522,-118.2434,1082
200106103,1/30/2020 0:00,1/27/2020 0:00,1600,1,Central,182,1,440,THEFT PLAIN - PETTY ($950 & UNDER),2032 0344,1083,0,X,X,116,OTHER/OUTSIDE,,,IC,Invest Cont,440,,,,S  FIGUEROA                     ST,W  OLYMPIC                      BL,34.045,-118.2628,1083
200106104,1/30/2020 0:00,1/28/2020 0:00,1725,1,Central,124,2,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",,1084,0,F,X,726,POLICE FACILITY,,,IC,Invest Cont,956,,,,100 W  1ST                          ST,,34.0522,-118.2434,1084
